Timestamp,CUSIP,Bid1,BidSize1,Ask1,AskSize1,Bid2,BidSize2,Ask2,AskSize2,Bid3,BidSize3,Ask3,AskSize3,Bid4,BidSize4,Ask4,AskSize4,Bid5,BidSize5,Ask5,AskSize5
2023-12-24-20:29:31.205,912810TW8,99-021,1000000,99-031,1000000,99-015,2000000,99-035,2000000,99-011,3000000,99-041,3000000,99-005,4000000,99-045,4000000,99-001,5000000,99-051,5000000
2023-12-24-20:29:31.221,912810TW8,99-023,1000000,99-031,1000000,99-020,2000000,99-03+,2000000,99-015,3000000,99-037,3000000,99-012,4000000,99-042,4000000,99-007,5000000,99-045,5000000
2023-12-24-20:29:31.232,912810TW8,99-025,1000000,99-031,1000000,99-023,2000000,99-033,2000000,99-021,3000000,99-035,3000000,99-017,4000000,99-037,4000000,99-015,5000000,99-041,5000000
2023-12-24-20:29:31.250,912810TW8,99-027,1000000,99-031,1000000,99-026,2000000,99-032,2000000,99-025,3000000,99-033,3000000,99-02+,4000000,99-03+,4000000,99-023,5000000,99-035,5000000
2023-12-24-20:29:31.255,912810TW8,99-027,1000000,99-033,1000000,99-025,2000000,99-035,2000000,99-023,3000000,99-037,3000000,99-021,4000000,99-041,4000000,99-017,5000000,99-043,5000000
2023-12-24-20:29:31.265,912810TW8,99-027,1000000,99-035,1000000,99-02+,2000000,99-040,2000000,99-021,3000000,99-043,3000000,99-016,4000000,99-046,4000000,99-013,5000000,99-051,5000000
2023-12-24-20:29:31.284,912810TW8,99-027,1000000,99-037,1000000,99-023,2000000,99-043,2000000,99-017,3000000,99-047,3000000,99-013,4000000,99-053,4000000,99-007,5000000,99-057,5000000
2023-12-24-20:29:31.298,912810TW8,99-031,1000000,99-037,1000000,99-026,2000000,99-042,2000000,99-023,3000000,99-045,3000000,99-020,4000000,99-050,4000000,99-015,5000000,99-053,5000000
2023-12-24-20:29:31.303,912810TW8,99-033,1000000,99-037,1000000,99-031,2000000,99-041,2000000,99-027,3000000,99-043,3000000,99-025,4000000,99-045,4000000,99-023,5000000,99-047,5000000
2023-12-24-20:29:31.322,912810TW8,99-035,1000000,99-037,1000000,99-03+,2000000,99-040,2000000,99-033,3000000,99-041,3000000,99-032,4000000,99-042,4000000,99-031,5000000,99-043,5000000
2023-12-24-20:29:31.334,912810TW8,99-035,1000000,99-041,1000000,99-033,2000000,99-043,2000000,99-031,3000000,99-045,3000000,99-027,4000000,99-047,4000000,99-025,5000000,99-051,5000000
2023-12-24-20:29:31.337,912810TW8,99-035,1000000,99-043,1000000,99-032,2000000,99-046,2000000,99-027,3000000,99-051,3000000,99-02+,4000000,99-05+,4000000,99-021,5000000,99-057,5000000
2023-12-24-20:29:31.347,912810TW8,99-035,1000000,99-045,1000000,99-031,2000000,99-051,2000000,99-025,3000000,99-055,3000000,99-021,4000000,99-061,4000000,99-015,5000000,99-065,5000000
2023-12-24-20:29:31.351,912810TW8,99-037,1000000,99-045,1000000,99-03+,2000000,99-050,2000000,99-031,3000000,99-053,3000000,99-026,4000000,99-056,4000000,99-023,5000000,99-061,5000000
2023-12-24-20:29:31.368,912810TW8,99-041,1000000,99-045,1000000,99-037,2000000,99-047,2000000,99-035,3000000,99-051,3000000,99-033,4000000,99-053,4000000,99-031,5000000,99-055,5000000
2023-12-24-20:29:31.387,912810TW8,99-043,1000000,99-045,1000000,99-042,2000000,99-046,2000000,99-041,3000000,99-047,3000000,99-040,4000000,99-050,4000000,99-037,5000000,99-051,5000000
2023-12-24-20:29:31.402,912810TW8,99-043,1000000,99-047,1000000,99-041,2000000,99-051,2000000,99-037,3000000,99-053,3000000,99-035,4000000,99-055,4000000,99-033,5000000,99-057,5000000
2023-12-24-20:29:31.416,912810TW8,99-043,1000000,99-051,1000000,99-040,2000000,99-05+,2000000,99-035,3000000,99-057,3000000,99-032,4000000,99-062,4000000,99-027,5000000,99-065,5000000
2023-12-24-20:29:31.421,912810TW8,99-043,1000000,99-053,1000000,99-037,2000000,99-057,2000000,99-033,3000000,99-063,3000000,99-027,4000000,99-067,4000000,99-023,5000000,99-073,5000000
2023-12-24-20:29:31.425,912810TW8,99-045,1000000,99-053,1000000,99-042,2000000,99-056,2000000,99-037,3000000,99-061,3000000,99-03+,4000000,99-06+,4000000,99-031,5000000,99-067,5000000
2023-12-24-20:29:31.442,912810TW8,99-047,1000000,99-053,1000000,99-045,2000000,99-055,2000000,99-043,3000000,99-057,3000000,99-041,4000000,99-061,4000000,99-037,5000000,99-063,5000000
2023-12-24-20:29:31.444,912810TW8,99-051,1000000,99-053,1000000,99-050,2000000,99-05+,2000000,99-047,3000000,99-055,3000000,99-046,4000000,99-056,4000000,99-045,5000000,99-057,5000000
2023-12-24-20:29:31.458,912810TW8,99-051,1000000,99-055,1000000,99-047,2000000,99-057,2000000,99-045,3000000,99-061,3000000,99-043,4000000,99-063,4000000,99-041,5000000,99-065,5000000
2023-12-24-20:29:31.478,912810TW8,99-051,1000000,99-057,1000000,99-046,2000000,99-062,2000000,99-043,3000000,99-065,3000000,99-040,4000000,99-070,4000000,99-035,5000000,99-073,5000000
2023-12-24-20:29:31.496,912810TW8,99-051,1000000,99-061,1000000,99-045,2000000,99-065,2000000,99-041,3000000,99-071,3000000,99-035,4000000,99-075,4000000,99-031,5000000,99-081,5000000
2023-12-24-20:29:31.513,912810TW8,99-053,1000000,99-061,1000000,99-050,2000000,99-06+,2000000,99-045,3000000,99-067,3000000,99-042,4000000,99-072,4000000,99-037,5000000,99-075,5000000
2023-12-24-20:29:31.527,912810TW8,99-055,1000000,99-061,1000000,99-053,2000000,99-063,2000000,99-051,3000000,99-065,3000000,99-047,4000000,99-067,4000000,99-045,5000000,99-071,5000000
2023-12-24-20:29:31.546,912810TW8,99-057,1000000,99-061,1000000,99-056,2000000,99-062,2000000,99-055,3000000,99-063,3000000,99-05+,4000000,99-06+,4000000,99-053,5000000,99-065,5000000
2023-12-24-20:29:31.566,912810TW8,99-057,1000000,99-063,1000000,99-055,2000000,99-065,2000000,99-053,3000000,99-067,3000000,99-051,4000000,99-071,4000000,99-047,5000000,99-073,5000000
2023-12-24-20:29:30.974,912810RZ3,98-317,1000000,99-001,1000000,98-316,2000000,99-002,2000000,98-315,3000000,99-003,3000000,98-31+,4000000,99-00+,4000000,98-313,5000000,99-005,5000000
2023-12-24-20:29:30.977,912810RZ3,98-317,1000000,99-003,1000000,98-315,2000000,99-005,2000000,98-313,3000000,99-007,3000000,98-311,4000000,99-011,4000000,98-307,5000000,99-013,5000000
2023-12-24-20:29:30.984,912810RZ3,98-317,1000000,99-005,1000000,98-31+,2000000,99-010,2000000,98-311,3000000,99-013,3000000,98-306,4000000,99-016,4000000,98-303,5000000,99-021,5000000
2023-12-24-20:29:30.990,912810RZ3,98-317,1000000,99-007,1000000,98-313,2000000,99-013,2000000,98-307,3000000,99-017,3000000,98-303,4000000,99-023,4000000,98-297,5000000,99-027,5000000
2023-12-24-20:29:30.997,912810RZ3,99-001,1000000,99-007,1000000,98-316,2000000,99-012,2000000,98-313,3000000,99-015,3000000,98-310,4000000,99-020,4000000,98-305,5000000,99-023,5000000
2023-12-24-20:29:31.010,912810RZ3,99-003,1000000,99-007,1000000,99-001,2000000,99-011,2000000,98-317,3000000,99-013,3000000,98-315,4000000,99-015,4000000,98-313,5000000,99-017,5000000
2023-12-24-20:29:31.018,912810RZ3,99-005,1000000,99-007,1000000,99-00+,2000000,99-010,2000000,99-003,3000000,99-011,3000000,99-002,4000000,99-012,4000000,99-001,5000000,99-013,5000000
2023-12-24-20:29:31.033,912810RZ3,99-005,1000000,99-011,1000000,99-003,2000000,99-013,2000000,99-001,3000000,99-015,3000000,98-317,4000000,99-017,4000000,98-315,5000000,99-021,5000000
2023-12-24-20:29:31.039,912810RZ3,99-005,1000000,99-013,1000000,99-002,2000000,99-016,2000000,98-317,3000000,99-021,3000000,98-31+,4000000,99-02+,4000000,98-311,5000000,99-027,5000000
2023-12-24-20:29:31.055,912810RZ3,99-005,1000000,99-015,1000000,99-001,2000000,99-021,2000000,98-315,3000000,99-025,3000000,98-311,4000000,99-031,4000000,98-305,5000000,99-035,5000000
2023-12-24-20:29:31.062,912810RZ3,99-007,1000000,99-015,1000000,99-00+,2000000,99-020,2000000,99-001,3000000,99-023,3000000,98-316,4000000,99-026,4000000,98-313,5000000,99-031,5000000
2023-12-24-20:29:31.079,912810RZ3,99-011,1000000,99-015,1000000,99-007,2000000,99-017,2000000,99-005,3000000,99-021,3000000,99-003,4000000,99-023,4000000,99-001,5000000,99-025,5000000
2023-12-24-20:29:31.097,912810RZ3,99-013,1000000,99-015,1000000,99-012,2000000,99-016,2000000,99-011,3000000,99-017,3000000,99-010,4000000,99-020,4000000,99-007,5000000,99-021,5000000
2023-12-24-20:29:31.109,912810RZ3,99-013,1000000,99-017,1000000,99-011,2000000,99-021,2000000,99-007,3000000,99-023,3000000,99-005,4000000,99-025,4000000,99-003,5000000,99-027,5000000
2023-12-24-20:29:31.121,912810RZ3,99-013,1000000,99-021,1000000,99-010,2000000,99-02+,2000000,99-005,3000000,99-027,3000000,99-002,4000000,99-032,4000000,98-317,5000000,99-035,5000000
2023-12-24-20:29:31.130,912810RZ3,99-013,1000000,99-023,1000000,99-007,2000000,99-027,2000000,99-003,3000000,99-033,3000000,98-317,4000000,99-037,4000000,98-313,5000000,99-043,5000000
2023-12-24-20:29:31.149,912810RZ3,99-015,1000000,99-023,1000000,99-012,2000000,99-026,2000000,99-007,3000000,99-031,3000000,99-00+,4000000,99-03+,4000000,99-001,5000000,99-037,5000000
2023-12-24-20:29:31.151,912810RZ3,99-017,1000000,99-023,1000000,99-015,2000000,99-025,2000000,99-013,3000000,99-027,3000000,99-011,4000000,99-031,4000000,99-007,5000000,99-033,5000000
2023-12-24-20:29:31.159,912810RZ3,99-021,1000000,99-023,1000000,99-020,2000000,99-02+,2000000,99-017,3000000,99-025,3000000,99-016,4000000,99-026,4000000,99-015,5000000,99-027,5000000
2023-12-24-20:29:31.178,912810RZ3,99-021,1000000,99-025,1000000,99-017,2000000,99-027,2000000,99-015,3000000,99-031,3000000,99-013,4000000,99-033,4000000,99-011,5000000,99-035,5000000
2023-12-24-20:29:31.190,912810RZ3,99-021,1000000,99-027,1000000,99-016,2000000,99-032,2000000,99-013,3000000,99-035,3000000,99-010,4000000,99-040,4000000,99-005,5000000,99-043,5000000
2023-12-24-20:29:31.192,912810RZ3,99-021,1000000,99-031,1000000,99-015,2000000,99-035,2000000,99-011,3000000,99-041,3000000,99-005,4000000,99-045,4000000,99-001,5000000,99-051,5000000
2023-12-24-20:29:31.207,912810RZ3,99-023,1000000,99-031,1000000,99-020,2000000,99-03+,2000000,99-015,3000000,99-037,3000000,99-012,4000000,99-042,4000000,99-007,5000000,99-045,5000000
2023-12-24-20:29:31.224,912810RZ3,99-025,1000000,99-031,1000000,99-023,2000000,99-033,2000000,99-021,3000000,99-035,3000000,99-017,4000000,99-037,4000000,99-015,5000000,99-041,5000000
2023-12-24-20:29:31.237,912810RZ3,99-027,1000000,99-031,1000000,99-026,2000000,99-032,2000000,99-025,3000000,99-033,3000000,99-02+,4000000,99-03+,4000000,99-023,5000000,99-035,5000000
2023-12-24-20:29:31.242,912810RZ3,99-027,1000000,99-033,1000000,99-025,2000000,99-035,2000000,99-023,3000000,99-037,3000000,99-021,4000000,99-041,4000000,99-017,5000000,99-043,5000000
2023-12-24-20:29:31.258,912810RZ3,99-027,1000000,99-035,1000000,99-02+,2000000,99-040,2000000,99-021,3000000,99-043,3000000,99-016,4000000,99-046,4000000,99-013,5000000,99-051,5000000
2023-12-24-20:29:31.264,912810RZ3,99-027,1000000,99-037,1000000,99-023,2000000,99-043,2000000,99-017,3000000,99-047,3000000,99-013,4000000,99-053,4000000,99-007,5000000,99-057,5000000
2023-12-24-20:29:31.281,912810RZ3,99-031,1000000,99-037,1000000,99-026,2000000,99-042,2000000,99-023,3000000,99-045,3000000,99-020,4000000,99-050,4000000,99-015,5000000,99-053,5000000
2023-12-24-20:29:31.299,912810RZ3,99-033,1000000,99-037,1000000,99-031,2000000,99-041,2000000,99-027,3000000,99-043,3000000,99-025,4000000,99-045,4000000,99-023,5000000,99-047,5000000
2023-12-24-20:29:31.315,912810RZ3,99-035,1000000,99-037,1000000,99-03+,2000000,99-040,2000000,99-033,3000000,99-041,3000000,99-032,4000000,99-042,4000000,99-031,5000000,99-043,5000000
2023-12-24-20:29:31.331,912810RZ3,99-035,1000000,99-041,1000000,99-033,2000000,99-043,2000000,99-031,3000000,99-045,3000000,99-027,4000000,99-047,4000000,99-025,5000000,99-051,5000000
2023-12-24-20:29:31.345,912810RZ3,99-035,1000000,99-043,1000000,99-032,2000000,99-046,2000000,99-027,3000000,99-051,3000000,99-02+,4000000,99-05+,4000000,99-021,5000000,99-057,5000000
2023-12-24-20:29:31.362,912810RZ3,99-035,1000000,99-045,1000000,99-031,2000000,99-051,2000000,99-025,3000000,99-055,3000000,99-021,4000000,99-061,4000000,99-015,5000000,99-065,5000000
2023-12-24-20:29:31.379,912810RZ3,99-037,1000000,99-045,1000000,99-03+,2000000,99-050,2000000,99-031,3000000,99-053,3000000,99-026,4000000,99-056,4000000,99-023,5000000,99-061,5000000
2023-12-24-20:29:31.391,912810RZ3,99-041,1000000,99-045,1000000,99-037,2000000,99-047,2000000,99-035,3000000,99-051,3000000,99-033,4000000,99-053,4000000,99-031,5000000,99-055,5000000
2023-12-24-20:29:31.407,912810RZ3,99-043,1000000,99-045,1000000,99-042,2000000,99-046,2000000,99-041,3000000,99-047,3000000,99-040,4000000,99-050,4000000,99-037,5000000,99-051,5000000
2023-12-24-20:29:31.427,912810RZ3,99-043,1000000,99-047,1000000,99-041,2000000,99-051,2000000,99-037,3000000,99-053,3000000,99-035,4000000,99-055,4000000,99-033,5000000,99-057,5000000
2023-12-24-20:29:31.429,912810RZ3,99-043,1000000,99-051,1000000,99-040,2000000,99-05+,2000000,99-035,3000000,99-057,3000000,99-032,4000000,99-062,4000000,99-027,5000000,99-065,5000000
2023-12-24-20:29:31.432,912810RZ3,99-043,1000000,99-053,1000000,99-037,2000000,99-057,2000000,99-033,3000000,99-063,3000000,99-027,4000000,99-067,4000000,99-023,5000000,99-073,5000000
2023-12-24-20:29:31.447,912810RZ3,99-045,1000000,99-053,1000000,99-042,2000000,99-056,2000000,99-037,3000000,99-061,3000000,99-03+,4000000,99-06+,4000000,99-031,5000000,99-067,5000000
2023-12-24-20:29:31.460,912810RZ3,99-047,1000000,99-053,1000000,99-045,2000000,99-055,2000000,99-043,3000000,99-057,3000000,99-041,4000000,99-061,4000000,99-037,5000000,99-063,5000000
2023-12-24-20:29:31.463,912810RZ3,99-051,1000000,99-053,1000000,99-050,2000000,99-05+,2000000,99-047,3000000,99-055,3000000,99-046,4000000,99-056,4000000,99-045,5000000,99-057,5000000
2023-12-24-20:29:31.482,912810RZ3,99-051,1000000,99-055,1000000,99-047,2000000,99-057,2000000,99-045,3000000,99-061,3000000,99-043,4000000,99-063,4000000,99-041,5000000,99-065,5000000
2023-12-24-20:29:31.496,912810RZ3,99-051,1000000,99-057,1000000,99-046,2000000,99-062,2000000,99-043,3000000,99-065,3000000,99-040,4000000,99-070,4000000,99-035,5000000,99-073,5000000
2023-12-24-20:29:31.509,912810RZ3,99-051,1000000,99-061,1000000,99-045,2000000,99-065,2000000,99-041,3000000,99-071,3000000,99-035,4000000,99-075,4000000,99-031,5000000,99-081,5000000
2023-12-24-20:29:31.529,912810RZ3,99-053,1000000,99-061,1000000,99-050,2000000,99-06+,2000000,99-045,3000000,99-067,3000000,99-042,4000000,99-072,4000000,99-037,5000000,99-075,5000000
2023-12-24-20:29:31.545,912810RZ3,99-055,1000000,99-061,1000000,99-053,2000000,99-063,2000000,99-051,3000000,99-065,3000000,99-047,4000000,99-067,4000000,99-045,5000000,99-071,5000000
2023-12-24-20:29:31.548,912810RZ3,99-057,1000000,99-061,1000000,99-056,2000000,99-062,2000000,99-055,3000000,99-063,3000000,99-05+,4000000,99-06+,4000000,99-053,5000000,99-065,5000000
2023-12-24-20:29:31.567,912810RZ3,99-057,1000000,99-063,1000000,99-055,2000000,99-065,2000000,99-053,3000000,99-067,3000000,99-051,4000000,99-071,4000000,99-047,5000000,99-073,5000000
